User_ID,Age_Group,Occupation,Region,Google_Products_Used,Most_Used_Product,Usage_Frequency,Satisfaction_Score,Non_Adoption_Reason,Data_Source
U0332,35-44,IT Professional,North,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Photos,Weekly,3,Privacy concerns,Synthetic
U0333,35-44,Teacher,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,YouTube,Daily,3,Don't need it,Synthetic
U0334,25-34,IT Professional,West,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Docs,Daily,4,Difficult to use,Synthetic
U0335,25-34,Healthcare Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Pay,YouTube,Daily,3,Don't need it,Synthetic
U0336,18-24,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Docs; Google Pay,Google Docs,Weekly,4,Prefer competitor,Synthetic
U0337,25-34,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Pay,Google Photos,Daily,2,Don't need it,Synthetic
U0338,35-44,Student,North,Google Search; YouTube; Google Chrome; Google Meet; Google Pay,Google Search,Weekly,3,Don't need it,Synthetic
U0339,18-24,Student,Central,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Pay,Weekly,3,Don't need it,Synthetic
U0340,55+,IT Professional,North,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Docs; Google Pay,Google Chrome,Daily,5,Not aware of product,Synthetic
U0341,18-24,IT Professional,North,Google Search; YouTube; Google Chrome; Google Drive; Google Photos; Google Pay,YouTube,Daily,4,Privacy concerns,Synthetic
U0342,35-44,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Docs; Google Pay,Google Drive,Monthly,3,Prefer competitor,Synthetic
U0343,35-44,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,YouTube,Monthly,5,Prefer competitor,Synthetic
U0344,45-54,IT Professional,South,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Chrome,Daily,4,Prefer competitor,Synthetic
U0345,18-24,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Search,Daily,3,Prefer competitor,Synthetic
U0346,18-24,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Pay,Weekly,3,No reason / Uses products,Synthetic
U0347,35-44,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Pay,Google Chrome,Daily,4,Don't need it,Synthetic
U0348,45-54,Student,North,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet,Gmail,Daily,4,Prefer competitor,Synthetic
U0349,18-24,Other,South,Google Search; Gmail; Google Maps; Google Chrome; Google Meet; Google Pay,Google Meet,Monthly,3,Prefer competitor,Synthetic
U0350,18-24,Student,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Daily,4,Not aware of product,Synthetic
U0351,35-44,Student,South,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Meet; Google Pay,Gmail,Daily,5,Don't need it,Synthetic
U0352,35-44,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Docs,Monthly,5,Prefer competitor,Synthetic
U0353,35-44,Business Owner,South,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Weekly,3,Privacy concerns,Synthetic
U0354,25-34,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Daily,4,Prefer competitor,Synthetic
U0355,18-24,Healthcare Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Gmail,Weekly,5,Don't need it,Synthetic
U0356,18-24,Other,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,Gmail,Weekly,4,Don't need it,Synthetic
U0357,18-24,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Docs,Daily,5,Not aware of product,Synthetic
U0358,18-24,Student,South,Google Search; YouTube; Gmail; Google Drive; Google Photos; Google Meet,YouTube,Monthly,4,Not aware of product,Synthetic
U0359,18-24,Student,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Daily,3,No reason / Uses products,Synthetic
U0360,35-44,Student,East,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Chrome,Daily,3,Prefer competitor,Synthetic
U0361,25-34,Other,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Search,Weekly,4,Difficult to use,Synthetic
U0362,18-24,Business Owner,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Search,Daily,4,Don't need it,Synthetic
U0363,18-24,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,YouTube,Weekly,2,Prefer competitor,Synthetic
U0364,18-24,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Chrome,Monthly,4,Limited internet/device,Synthetic
U0365,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Daily,4,Don't need it,Synthetic
U0366,55+,Teacher,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Maps,Daily,3,Don't need it,Synthetic
U0367,18-24,Teacher,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs,YouTube,Weekly,4,Not aware of product,Synthetic
U0368,18-24,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Photos; Google Pay,YouTube,Daily,4,Prefer competitor,Synthetic
U0369,35-44,IT Professional,North,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Pay,Google Photos,Daily,2,Prefer competitor,Synthetic
U0370,18-24,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,Gmail,Monthly,3,Not aware of product,Synthetic
U0371,18-24,Teacher,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Meet,Google Chrome,Daily,4,Limited internet/device,Synthetic
U0372,18-24,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Search,Daily,3,No reason / Uses products,Synthetic
U0373,25-34,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,YouTube,Weekly,3,Prefer competitor,Synthetic
U0374,35-44,IT Professional,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Chrome,Weekly,5,Prefer competitor,Synthetic
U0375,25-34,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Photos,Daily,1,Don't need it,Synthetic
U0376,25-34,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Pay,Weekly,2,Don't need it,Synthetic
U0377,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs,Gmail,Weekly,2,Difficult to use,Synthetic
U0378,18-24,Other,Central,Google Search; YouTube; Gmail; Google Photos; Google Pay,Google Pay,Daily,5,Not aware of product,Synthetic
U0379,18-24,Business Owner,Central,Google Search; Gmail; Google Maps; Google Chrome; Google Photos; Google Pay,Google Pay,Weekly,4,Privacy concerns,Synthetic
U0380,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Pay,Google Search,Daily,3,Don't need it,Synthetic
U0381,18-24,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Search,Weekly,4,Don't need it,Synthetic
U0382,18-24,Teacher,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Docs,Daily,4,Prefer competitor,Synthetic
U0383,25-34,Student,East,Google Search; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Photos,Daily,5,Not aware of product,Synthetic
U0384,25-34,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs; Google Pay,Google Chrome,Daily,1,Prefer competitor,Synthetic
U0385,25-34,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Docs; Google Pay,Google Pay,Monthly,4,Don't need it,Synthetic
U0386,35-44,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Daily,4,Difficult to use,Synthetic
U0387,35-44,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet,Gmail,Daily,4,Prefer competitor,Synthetic
U0388,25-34,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Pay,Google Search,Daily,4,Privacy concerns,Synthetic
U0389,55+,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Maps,Weekly,5,Don't need it,Synthetic
U0390,18-24,Other,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos,Gmail,Daily,4,Prefer competitor,Synthetic
U0391,18-24,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Pay,Daily,4,Limited internet/device,Synthetic
U0392,25-34,Other,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Gmail,Daily,3,Privacy concerns,Synthetic
U0393,35-44,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs,YouTube,Daily,3,Prefer competitor,Synthetic
U0394,18-24,Other,Central,Google Search; YouTube; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Pay,Google Search,Daily,3,Don't need it,Synthetic
U0395,18-24,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,Google Docs,Weekly,3,Privacy concerns,Synthetic
U0396,18-24,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs,Gmail,Monthly,5,Not aware of product,Synthetic
U0397,18-24,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Daily,5,Difficult to use,Synthetic
U0398,25-34,Business Owner,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,Google Chrome,Daily,3,Not aware of product,Synthetic
U0399,18-24,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Pay,Google Pay,Daily,5,Don't need it,Synthetic
U0400,45-54,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Maps,Weekly,3,Difficult to use,Synthetic
U0401,25-34,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Chrome,Weekly,5,Privacy concerns,Synthetic
U0402,18-24,Teacher,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Docs; Google Pay,Google Pay,Daily,5,Privacy concerns,Synthetic
U0403,18-24,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Daily,4,Don't need it,Synthetic
U0404,18-24,Student,North,Google Search; YouTube; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,YouTube,Weekly,5,Don't need it,Synthetic
U0405,18-24,IT Professional,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Photos,Daily,1,Prefer competitor,Synthetic
U0406,25-34,Student,West,Google Search; YouTube; Google Maps; Google Chrome,YouTube,Weekly,2,Limited internet/device,Synthetic
U0407,25-34,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Drive,Daily,5,Don't need it,Synthetic
U0408,25-34,IT Professional,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,YouTube,Daily,4,Don't need it,Synthetic
U0409,25-34,IT Professional,West,Google Search; Gmail; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Search,Daily,5,Prefer competitor,Synthetic
U0410,18-24,Student,East,Google Search; YouTube; Gmail; Google Chrome; Google Meet; Google Docs; Google Pay,Google Pay,Daily,5,Don't need it,Synthetic
U0411,18-24,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Photos; Google Docs; Google Pay,Google Maps,Monthly,4,Privacy concerns,Synthetic
U0412,25-34,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Daily,4,Don't need it,Synthetic
U0413,25-34,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Weekly,5,Prefer competitor,Synthetic
U0414,18-24,Teacher,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Drive,Weekly,3,No reason / Uses products,Synthetic
U0415,35-44,Student,South,Google Search; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Google Meet,Daily,5,Privacy concerns,Synthetic
U0416,18-24,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Chrome,Daily,2,Difficult to use,Synthetic
U0417,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Docs; Google Pay,Google Chrome,Daily,4,Not aware of product,Synthetic
U0418,18-24,Student,South,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Chrome,Daily,4,Difficult to use,Synthetic
U0419,18-24,Teacher,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Search,Daily,4,Limited internet/device,Synthetic
U0420,25-34,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Docs,Daily,3,No reason / Uses products,Synthetic
U0421,35-44,IT Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Pay,Gmail,Daily,5,Don't need it,Synthetic
U0422,35-44,Other,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Chrome,Daily,1,Prefer competitor,Synthetic
U0423,25-34,Teacher,North,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Pay,Gmail,Weekly,4,Prefer competitor,Synthetic
U0424,18-24,Healthcare Professional,South,Google Search; YouTube; Gmail; Google Drive; Google Meet; Google Pay,Google Search,Daily,5,Don't need it,Synthetic
U0425,35-44,Student,North,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs,YouTube,Daily,1,Prefer competitor,Synthetic
U0426,25-34,Business Owner,East,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs,Google Chrome,Daily,4,Don't need it,Synthetic
U0427,35-44,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Search,Daily,4,Don't need it,Synthetic
U0428,45-54,Student,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Meet,Weekly,3,Prefer competitor,Synthetic
U0429,35-44,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Pay,Google Search,Daily,3,Prefer competitor,Synthetic
U0430,55+,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,4,Not aware of product,Synthetic
U0431,45-54,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Weekly,4,Not aware of product,Synthetic
U0432,35-44,Teacher,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs; Google Pay,Google Maps,Weekly,4,Don't need it,Synthetic
U0433,18-24,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs,Google Search,Daily,5,Don't need it,Synthetic
U0434,18-24,Teacher,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Daily,3,Prefer competitor,Synthetic
U0435,25-34,Student,East,Google Search; YouTube; Google Drive; Google Photos; Google Meet,Google Search,Daily,4,Don't need it,Synthetic
U0436,25-34,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Pay,Google Maps,Daily,4,Prefer competitor,Synthetic
U0437,35-44,Healthcare Professional,North,Google Search; YouTube; Google Maps; Google Drive; Google Photos; Google Meet; Google Docs,Google Photos,Weekly,4,Privacy concerns,Synthetic
U0438,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Search,Daily,2,No reason / Uses products,Synthetic
U0439,35-44,Business Owner,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Pay,Daily,2,Not aware of product,Synthetic
U0440,25-34,Other,West,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Weekly,2,Limited internet/device,Synthetic
U0441,25-34,IT Professional,South,Google Search; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Weekly,5,Not aware of product,Synthetic
U0442,18-24,Student,East,Google Search; YouTube; Gmail; Google Maps; Google Meet; Google Pay,Google Maps,Daily,4,Don't need it,Synthetic
U0443,25-34,Student,East,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Google Drive,Weekly,4,Prefer competitor,Synthetic
U0444,18-24,Business Owner,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Drive,Daily,2,Don't need it,Synthetic
U0445,25-34,Business Owner,North,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Pay,Daily,3,Don't need it,Synthetic
U0446,25-34,Teacher,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Monthly,3,Don't need it,Synthetic
U0447,25-34,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Chrome,Daily,4,Don't need it,Synthetic
U0448,35-44,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs; Google Pay,Google Chrome,Daily,2,Prefer competitor,Synthetic
U0449,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos,Google Maps,Monthly,5,Prefer competitor,Synthetic
U0450,55+,Healthcare Professional,East,Google Search; YouTube; Gmail; Google Chrome; Google Meet; Google Docs; Google Pay,Google Pay,Weekly,4,Don't need it,Synthetic
U0451,35-44,Student,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Maps,Monthly,5,Not aware of product,Synthetic
U0452,18-24,Student,North,Google Search; YouTube; Google Chrome; Google Drive; Google Meet; Google Pay,Google Search,Daily,4,Not aware of product,Synthetic
U0453,45-54,Healthcare Professional,Central,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Gmail,Monthly,5,Privacy concerns,Synthetic
U0454,35-44,Student,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Drive,Daily,3,Prefer competitor,Synthetic
U0455,25-34,Other,North,Google Search; YouTube; Gmail; Google Chrome; Google Photos; Google Docs; Google Pay,Google Photos,Weekly,4,Prefer competitor,Synthetic
U0456,25-34,Healthcare Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs,Google Photos,Weekly,4,Don't need it,Synthetic
U0457,18-24,Other,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs,Google Search,Daily,3,Privacy concerns,Synthetic
U0458,35-44,Other,North,YouTube; Gmail; Google Chrome; Google Photos; Google Pay,YouTube,Weekly,5,Difficult to use,Synthetic
U0459,35-44,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Docs; Google Pay,Google Maps,Daily,4,Don't need it,Synthetic
U0460,25-34,Other,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Daily,5,Limited internet/device,Synthetic
U0461,18-24,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos,Google Search,Weekly,4,Not aware of product,Synthetic
U0462,25-34,Business Owner,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Docs; Google Pay,Google Chrome,Daily,5,Limited internet/device,Synthetic
U0463,25-34,Other,East,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Chrome,Daily,5,Prefer competitor,Synthetic
U0464,45-54,Student,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Pay,Google Maps,Weekly,4,Prefer competitor,Synthetic
U0465,25-34,Student,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Maps,Monthly,1,Privacy concerns,Synthetic
U0466,45-54,Student,North,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet,Google Maps,Weekly,4,Prefer competitor,Synthetic
U0467,35-44,Student,West,YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Meet,Google Meet,Daily,5,Prefer competitor,Synthetic
U0468,45-54,Other,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Drive,Weekly,3,No reason / Uses products,Synthetic
U0469,18-24,IT Professional,North,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Maps,Weekly,4,Not aware of product,Synthetic
U0470,25-34,Student,Central,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Daily,3,Prefer competitor,Synthetic
U0471,35-44,Healthcare Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Gmail,Weekly,5,Don't need it,Synthetic
U0472,35-44,Business Owner,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Gmail,Weekly,4,Don't need it,Synthetic
U0473,45-54,Business Owner,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Meet,Weekly,3,No reason / Uses products,Synthetic
U0474,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs,Google Docs,Daily,5,Prefer competitor,Synthetic
U0475,55+,Other,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Google Drive,Weekly,4,Limited internet/device,Synthetic
U0476,25-34,Business Owner,West,Google Search; YouTube; Gmail; Google Maps; Google Photos; Google Meet; Google Docs; Google Pay,Gmail,Daily,5,Prefer competitor,Synthetic
U0477,55+,Student,West,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Maps,Daily,3,Don't need it,Synthetic
U0478,55+,Student,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,Google Search,Daily,4,Don't need it,Synthetic
U0479,18-24,IT Professional,South,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Docs,Google Docs,Daily,4,Privacy concerns,Synthetic
U0480,35-44,Other,Central,YouTube; Gmail; Google Maps; Google Chrome; Google Meet; Google Docs; Google Pay,Google Meet,Daily,5,Limited internet/device,Synthetic
U0481,25-34,Student,Central,Google Search; YouTube; Google Maps; Google Chrome; Google Photos; Google Meet; Google Pay,Google Chrome,Daily,4,Privacy concerns,Synthetic
U0482,18-24,Business Owner,North,Google Search; Gmail; Google Maps; Google Drive; Google Photos; Google Meet; Google Pay,Gmail,Weekly,2,Difficult to use,Synthetic
U0483,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Pay,Google Pay,Daily,5,Prefer competitor,Synthetic
U0484,18-24,IT Professional,East,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Photos; Google Docs,Google Search,Weekly,2,Prefer competitor,Synthetic
U0485,45-54,IT Professional,Central,YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Pay,YouTube,Daily,4,Difficult to use,Synthetic
U0486,25-34,Teacher,South,Google Search; YouTube; Gmail; Google Chrome; Google Drive; Google Photos; Google Docs; Google Pay,Google Docs,Daily,4,Don't need it,Synthetic
U0487,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Docs; Google Pay,Google Maps,Weekly,4,No reason / Uses products,Synthetic
U0488,25-34,IT Professional,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Docs,Google Photos,Daily,5,Limited internet/device,Synthetic
U0489,25-34,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Pay,Gmail,Weekly,4,Privacy concerns,Synthetic
U0490,25-34,Teacher,Central,Google Search; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Meet,Monthly,4,Not aware of product,Synthetic
U0491,18-24,IT Professional,Central,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs,Google Meet,Daily,3,Not aware of product,Synthetic
U0492,18-24,Other,North,Google Search; YouTube; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet,Google Photos,Daily,2,Not aware of product,Synthetic
U0493,25-34,Student,West,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Meet; Google Docs; Google Pay,Google Pay,Daily,3,Don't need it,Synthetic
U0494,55+,IT Professional,North,Google Search; YouTube; Gmail; Google Maps; Google Chrome; Google Drive; Google Photos; Google Meet; Google Pay,Google Meet,Daily,4,Prefer competitor,Synthetic
U0495,45-54,Student,South,Google Search; YouTube; Google Maps,YouTube,Daily,4,Prefer competitor,Synthetic
